"exp_name","cue_pred","subj","cond","block","trial","cue_delay","targ_right","scue_delay","cue_valid","targ_soa","shutter_dur","trial_start","trial_end","cue_rt","corr_resp","rt","block_date","block_time","block_order","Cond","CondFull","CuePred","CuePredFull","CueValid","cue_valid_c","cue_pred_c","RT"
"eb4",1,2,"c",3,13,0.618,0,0.5,1,0.3,0,116.885662794113,119.110891819,0.319978952407837,1,0.289896965026855,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,289.896965026855
"eb4",1,2,"c",3,14,0.915,1,0.5,1,0.3,0,119.825511932373,122.326932907104,0.239943981170654,1,0.310019016265869,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,310.019016265869
"eb4",1,2,"c",3,15,0.594,1,0.4,1,0.3,0,123.065338850021,125.262936830521,0.319906949996948,1,0.329937934875488,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,329.937934875488
"eb4",1,2,"c",3,16,0.877,1,0.4,1,0.3,0,125.980782985687,128.311023950577,0.309942007064819,1,0.309992790222168,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,309.992790222168
"eb4",1,2,"c",3,17,0.969,0,0.5,1,0.3,0,129.048707962036,131.91105890274,0.330096960067749,1,0.379873037338257,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,379.873037338257
"eb4",1,2,"c",3,18,0.784,0,0.5,0,0.3,0,132.645395994186,135.094923019409,0.249994039535522,1,0.379992008209229,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,379.992008209229
"eb4",1,2,"c",3,19,0.644,0,0.4,1,0.3,0,135.832727909088,137.942984819412,0.300022125244141,1,0.289907932281494,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,289.907932281494
"eb4",1,2,"c",3,20,0.893,0,0.3,0,0.3,0,138.678954839706,140.958942890167,0.349987983703613,1,0.300030946731567,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,300.030946731567
"eb4",1,2,"c",3,21,0.606,0,0.4,1,0.3,0,141.694787025452,143.982972860336,0.270033121109009,1,0.340039968490601,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,340.039968490601
"eb4",1,2,"c",3,22,0.806,1,0.5,1,0.3,0,144.721282958984,147.159063816071,0.280072212219238,1,0.349992036819458,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,349.992036819458
